boot_id,msg_seq,dev_ts_ms,host_ts,mode,raw_m,est_m,fps,meas_status,track_state,has_estimate,consecutive_valids,consecutive_invalids,last_good_ts_ms,restart_count,system_error,rate_mps,predicted_m,residual_m,rejected_by_gate,reject_reason,test_id
2119251143,167,64950,2026-04-23T13:45:50.299,0,531.7,531.68,2.54,0,2,1,81,0,64950,0,0,,,,0,0,0
2119251143,168,65344,2026-04-23T13:45:50.685,0,531.8,531.685,2.54,0,2,1,82,0,65344,0,0,,,,0,0,0
2119251143,169,65738,2026-04-23T13:45:51.090,0,532.0,531.714,2.53,0,2,1,83,0,65738,0,0,,,,0,0,0
2119251143,170,66132,2026-04-23T13:45:51.480,0,532.2,531.735,2.54,0,2,1,84,0,66132,0,0,,,,0,0,0
2119251143,171,66528,2026-04-23T13:45:51.872,0,531.7,531.752,2.53,0,2,1,85,0,66528,0,0,,,,0,0,0
2119251143,172,66923,2026-04-23T13:45:52.271,0,531.5,531.764,2.53,0,2,1,86,0,66923,0,0,,,,0,0,0
2119251143,173,67341,2026-04-23T13:45:52.683,0,531.2,531.748,2.4,0,2,1,87,0,67341,0,0,,,,0,0,0
2119251143,174,67736,2026-04-23T13:45:53.082,0,531.6,531.711,2.53,0,2,1,88,0,67736,0,0,,,,0,0,0
2119251143,175,68131,2026-04-23T13:45:53.480,0,531.1,531.658,2.53,0,2,1,89,0,68131,0,0,,,,0,0,0
2119251143,176,68767,2026-04-23T13:45:54.112,0,531.6,531.619,1.57,0,2,1,90,0,68767,0,0,,,,0,0,0
2119251143,177,69163,2026-04-23T13:45:54.510,0,531.7,531.614,2.53,0,2,1,91,0,69163,0,0,,,,0,0,0
2119251143,178,69557,2026-04-23T13:45:54.899,0,532.4,531.61,2.53,0,2,1,92,0,69557,0,0,,,,0,0,0
2119251143,179,69973,2026-04-23T13:45:55.319,0,531.8,531.633,2.4,0,2,1,93,0,69973,0,0,,,,0,0,0
2119251143,180,70367,2026-04-23T13:45:55.707,0,531.5,531.65,2.54,0,2,1,94,0,70367,0,0,,,,0,0,0
2119251143,181,70765,2026-04-23T13:45:56.102,0,531.5,531.662,2.52,0,2,1,95,0,70765,0,0,,,,0,0,0
2119251143,182,71378,2026-04-23T13:45:56.722,0,531.3,531.622,1.63,0,2,1,96,0,71378,0,0,,,,0,0,0
2119251143,183,71772,2026-04-23T13:45:57.112,0,531.5,531.591,2.54,0,2,1,97,0,71772,0,0,,,,0,0,0
2119251143,184,72166,2026-04-23T13:45:57.515,0,531.6,531.568,2.54,0,2,1,98,0,72166,0,0,,,,0,0,0
2119251143,185,72562,2026-04-23T13:45:57.908,0,531.9,531.551,2.53,0,2,1,99,0,72562,0,0,,,,0,0,0
2119251143,186,72957,2026-04-23T13:45:58.307,0,531.9,531.564,2.53,0,2,1,100,0,72957,0,0,,,,0,0,0
2119251143,187,73353,2026-04-23T13:45:58.702,0,532.0,531.648,2.53,0,2,1,101,0,73353,0,0,,,,0,0,0
2119251143,188,73769,2026-04-23T13:45:59.114,0,532.1,531.711,2.4,0,2,1,102,0,73769,0,0,,,,0,0,0
2119251143,189,74163,2026-04-23T13:45:59.509,0,532.2,531.783,2.54,0,2,1,103,0,74163,0,0,,,,0,0,0
2119251143,190,74557,2026-04-23T13:45:59.902,0,532.1,531.862,2.54,0,2,1,104,0,74557,0,0,,,,0,0,0
2119251143,191,74952,2026-04-23T13:46:00.292,0,531.8,531.922,2.54,0,2,1,105,0,74952,0,0,,,,0,0,0
2119251143,192,75346,2026-04-23T13:46:00.695,0,532.1,531.966,2.54,0,2,1,106,0,75346,0,0,,,,0,0,0
2119251143,193,75740,2026-04-23T13:46:01.087,0,531.7,532.0,2.53,0,2,1,107,0,75740,0,0,,,,0,0,0
2119251143,194,76377,2026-04-23T13:46:01.738,0,531.8,531.95,1.57,0,2,1,108,0,76377,0,0,,,,0,0,0
2119251143,195,76771,2026-04-23T13:46:02.118,0,532.2,531.912,2.54,0,2,1,109,0,76771,0,0,,,,0,0,0
2119251143,196,77188,2026-04-23T13:46:02.533,0,532.0,531.934,2.4,0,2,1,110,0,77188,0,0,,,,0,0,0
2119251143,197,77561,2026-04-23T13:46:02.902,0,532.0,531.951,2.68,0,2,1,111,0,77561,0,0,,,,0,0,0
2119251143,198,77955,2026-04-23T13:46:03.310,0,531.6,531.963,2.54,0,2,1,112,0,77955,0,0,,,,0,0,0
2119251143,199,78349,2026-04-23T13:46:03.693,0,531.6,531.972,2.54,0,2,1,113,0,78349,0,0,,,,0,0,0
2119251143,200,78765,2026-04-23T13:46:04.115,0,532.3,531.979,2.4,0,2,1,114,0,78765,0,0,,,,0,0,0
2119251143,201,79159,2026-04-23T13:46:04.504,0,532.2,531.984,2.54,0,2,1,115,0,79159,0,0,,,,0,0,0
2119251143,202,79554,2026-04-23T13:46:04.909,0,531.9,531.963,2.54,0,2,1,116,0,79554,0,0,,,,0,0,0
2119251143,203,79948,2026-04-23T13:46:05.295,0,531.9,531.948,2.53,0,2,1,117,0,79948,0,0,,,,0,0,0
