distance_raw_m,distance_medema_m,distance_gated_m,t_rel_s,dt_s,fps,host_ts
192.0,159.047,159.169,380.814,10.2,0.75,2025-12-09 11:54:16
190.9,158.923,159.169,381.204,0.39,2.56,2025-12-09 11:54:16
190.1,162.04,159.169,381.6,0.396,2.53,2025-12-09 11:54:17
190.1,164.846,159.169,382.0,0.4,2.5,2025-12-09 11:54:17
189.8,167.372,189.8,382.396,0.396,2.53,2025-12-09 11:54:18
190.1,169.645,189.8,382.786,0.39,2.56,2025-12-09 11:54:18
190.2,171.69,189.8,383.186,0.4,2.49,2025-12-09 11:54:18
187.5,173.531,189.8,383.58,0.394,2.54,2025-12-09 11:54:19
185.7,175.158,189.8,383.977,0.397,2.52,2025-12-09 11:54:19
183.6,176.392,189.57,384.828,0.851,1.17,2025-12-09 11:54:20
189.8,177.503,189.363,385.223,0.395,2.54,2025-12-09 11:54:21
189.9,178.503,189.177,385.62,0.397,2.52,2025-12-09 11:54:21
189.7,179.622,189.229,386.021,0.401,2.49,2025-12-09 11:54:21
156.7,180.63,189.229,386.412,0.391,2.56,2025-12-09 11:54:22
156.5,181.537,189.229,386.802,0.39,2.56,2025-12-09 11:54:22
156.6,179.053,189.229,387.19,0.388,2.58,2025-12-09 11:54:22
156.6,176.808,189.229,387.581,0.391,2.56,2025-12-09 11:54:23
156.4,174.787,156.4,387.971,0.39,2.56,2025-12-09 11:54:23
156.4,172.959,156.4,388.365,0.394,2.54,2025-12-09 11:54:24
157.4,171.323,156.4,389.705,1.34,0.75,2025-12-09 11:54:25
190.1,169.85,156.4,392.679,2.974,0.75,2025-12-09 11:54:28
190.5,168.605,156.4,393.532,0.853,1.17,2025-12-09 11:54:29
190.3,170.755,156.4,393.926,0.394,2.54,2025-12-09 11:54:29
191.3,172.709,156.4,395.266,1.34,0.75,2025-12-09 11:54:31
186.4,174.468,186.4,395.8,0.534,1.87,2025-12-09 11:54:31
186.6,176.052,186.4,396.195,0.395,2.53,2025-12-09 11:54:32
186.8,177.126,186.4,396.597,0.402,2.49,2025-12-09 11:54:32
187.9,178.094,186.42,396.998,0.401,2.49,2025-12-09 11:54:32
187.5,178.964,186.458,397.389,0.391,2.56,2025-12-09 11:54:33
187.1,179.778,186.522,397.778,0.389,2.57,2025-12-09 11:54:33
189.6,180.55,186.62,398.179,0.401,2.49,2025-12-09 11:54:33
189.5,181.285,186.748,398.579,0.4,2.5,2025-12-09 11:54:34
188.5,182.007,186.923,400.744,2.165,2.5,2025-12-09 11:54:36
189.0,182.706,187.131,401.141,0.397,2.52,2025-12-09 11:54:36
189.6,183.385,187.368,401.539,0.398,2.51,2025-12-09 11:54:37
190.6,183.997,187.581,402.879,1.34,0.75,2025-12-09 11:54:38
156.5,184.497,187.581,404.547,1.668,0.6,2025-12-09 11:54:40
156.6,184.947,187.581,404.937,0.39,2.56,2025-12-09 11:54:40
156.0,182.113,187.581,405.782,0.845,1.18,2025-12-09 11:54:41
156.1,179.551,187.581,406.172,0.39,2.56,2025-12-09 11:54:41
156.5,177.246,156.5,406.571,0.399,2.51,2025-12-09 11:54:42
155.7,175.132,156.5,406.965,0.394,2.54,2025-12-09 11:54:42
156.2,173.228,156.5,407.357,0.392,2.55,2025-12-09 11:54:43
156.1,171.516,156.47,407.752,0.395,2.53,2025-12-09 11:54:43
155.8,169.974,156.433,408.145,0.393,2.55,2025-12-09 11:54:43
155.9,168.567,156.38,408.542,0.397,2.52,2025-12-09 11:54:44
156.5,167.32,156.352,408.937,0.395,2.53,2025-12-09 11:54:44
156.1,166.198,156.327,409.333,0.396,2.53,2025-12-09 11:54:45
156.3,165.188,156.304,409.731,0.398,2.51,2025-12-09 11:54:45
156.3,164.299,156.303,410.126,0.395,2.53,2025-12-09 11:54:45
156.3,163.499,156.303,410.972,0.846,1.18,2025-12-09 11:54:46
156.7,162.779,156.303,411.365,0.393,2.54,2025-12-09 11:54:47
156.4,162.132,156.303,411.758,0.393,2.54,2025-12-09 11:54:47
156.4,161.558,156.312,412.147,0.389,2.57,2025-12-09 11:54:47
156.5,161.043,156.321,412.536,0.389,2.57,2025-12-09 11:54:48
156.0,160.578,156.329,412.928,0.392,2.55,2025-12-09 11:54:48
156.6,160.16,156.336,413.318,0.39,2.56,2025-12-09 11:54:49
156.6,159.794,156.352,413.715,0.397,2.52,2025-12-09 11:54:49
156.4,159.465,156.367,414.113,0.398,2.51,2025-12-09 11:54:49
156.5,159.168,156.38,414.502,0.389,2.57,2025-12-09 11:54:50
156.2,158.902,156.392,414.896,0.394,2.54,2025-12-09 11:54:50
156.1,158.651,156.393,415.287,0.391,2.56,2025-12-09 11:54:51
156.7,158.426,156.394,416.13,0.843,1.19,2025-12-09 11:54:51
156.6,158.234,156.404,416.533,0.403,2.48,2025-12-09 11:54:52
156.5,158.06,156.414,416.921,0.388,2.58,2025-12-09 11:54:52
156.8,157.914,156.433,417.319,0.398,2.51,2025-12-09 11:54:53
157.8,157.793,156.459,418.66,1.341,0.75,2025-12-09 11:54:54
190.1,157.694,156.459,427.584,8.924,0.75,2025-12-09 11:55:03
190.6,157.704,156.459,427.938,0.354,2.82,2025-12-09 11:55:03
190.4,160.944,156.459,428.335,0.397,2.52,2025-12-09 11:55:04
190.9,163.889,156.459,428.729,0.394,2.54,2025-12-09 11:55:04
189.2,166.54,189.2,429.13,0.401,2.49,2025-12-09 11:55:04
188.9,168.926,189.2,429.521,0.391,2.56,2025-12-09 11:55:05
