baseline_sigma,ab_sigma,baseline_rmse,ab_rmse,ab_rate_std,sensor_reject_ratio,ab_tracker_gate_reject_ratio
0.15903198335411523,0.16550994213155762,0.756353361626242,0.7283875436803242,0.0,0.0,0.0
