alpha,beta,gate_m,max_reject,baseline_mean_rise_s,baseline_mean_settle_s,ab_mean_rise_s,ab_mean_settle_s,ab_mean_overshoot_m,sensor_reject_ratio,ab_tracker_gate_reject_ratio,score_switch
0.1,0.0,8.0,7,0.2362950839380387,35.364888888888885,0.21066255953738708,36.15188888888889,0.418727777777778,0.1882640586797066,0.3471882640586797,29.910295754321417
0.1,0.0,8.0,7,0.2362950839380387,35.364888888888885,0.21066255953738708,36.15188888888889,0.418727777777778,0.1882640586797066,0.3471882640586797,29.910295754321417
0.15,0.0,8.0,7,0.2362950839380387,35.364888888888885,0.21062779087679068,36.15188888888889,0.42797708333333345,0.1882640586797066,0.3471882640586797,29.912110846771935
0.15,0.0,8.0,7,0.2362950839380387,35.364888888888885,0.21062779087679068,36.15188888888889,0.42797708333333345,0.1882640586797066,0.3471882640586797,29.912110846771935
0.1,0.0,10.0,3,0.2362950839380387,35.364888888888885,0.20694407887712063,33.04188888888889,17.696664793926857,0.1882640586797066,0.15403422982885084,30.48785660843131
0.1,0.0,12.0,3,0.2362950839380387,35.364888888888885,0.20694407887712063,33.04188888888889,17.696664793926857,0.1882640586797066,0.15403422982885084,30.48785660843131
0.1,0.0,15.0,3,0.2362950839380387,35.364888888888885,0.20694407887712063,33.04188888888889,17.696664793926857,0.1882640586797066,0.15403422982885084,30.48785660843131
0.1,0.0,10.0,3,0.2362950839380387,35.364888888888885,0.20694407887712063,33.04188888888889,17.696664793926857,0.1882640586797066,0.15403422982885084,30.48785660843131
0.1,0.0,12.0,3,0.2362950839380387,35.364888888888885,0.20694407887712063,33.04188888888889,17.696664793926857,0.1882640586797066,0.15403422982885084,30.48785660843131
0.1,0.0,15.0,3,0.2362950839380387,35.364888888888885,0.20694407887712063,33.04188888888889,17.696664793926857,0.1882640586797066,0.15403422982885084,30.48785660843131
0.1,0.0,10.0,3,0.2362950839380387,35.364888888888885,0.20694407887712063,33.04188888888889,17.696664793926857,0.1882640586797066,0.15403422982885084,30.48785660843131
