n_samples,mean_fps,raw_mean,raw_sigma,raw_bias,raw_rmse,baseline_mean,baseline_sigma,baseline_bias,baseline_rmse,sensor_reject_ratio,tracker_gate_reject_ratio
157,2.4620382165605093,531.7509554140128,0.36367388786837035,0.7509554140127648,0.8338766806137111,531.7395541401274,0.15903198335411523,0.7395541401274386,0.756353361626242,0.0,0.0
